taxi_renavam,taxi_placa,taxi_chassi,taxi_modelo,taxi_marca,taxi_ano,taxi_status
42218448,XTJ1273,8VU053EN60V780032,Arizona,Lakeland,2008,1
46079617,WTC8970,7BT142MS01K072945,Maryland,Hermosa,1993,0
67728255,NRE3252,5HB884IN55L649254,West,Kearns,1991,1
80024253,RDT3505,4LJ535DF14G058511,Arkansas,Vicksburg,1990,1
52181415,FHE0272,8UX757AQ93L456325,New,Glen,2015,1
37789826,ZBY3505,4JV526ZJ07D826813,Illinois,Canton,2015,1
69610052,RJT5698,8FM333NE38X692091,California,Melrose,1994,0
24383163,BTM4544,9IL573KL82L687770,Ohio,Fallon,2007,0
21796482,URN7934,0NZ666KS77D856347,Maine,Gaithersburg,1998,1
44735282,JNA2616,5OH499PE33R118962,Arizona,Asheville,2010,1
29310681,JHH2913,9PJ348XO49K493062,Nevada,Boulder,1999,0
45471867,ZYA1149,8MX174XA46C806578,South,Cincinnati,2017,1
46167024,WUF0130,1GV651OY68W672696,Utah,Yukon,2011,0
86666486,UUR9259,5CZ650RY63W193883,Montana,Bradford,2018,0
82977488,EUO8044,2WY216AN60W129166,Minnesota,Laguna,2010,1
39438020,KXX9722,0UX692UH57T104853,Louisiana,Norwalk,2010,0
46050377,QOH3630,1XR567YC97C893069,Oregon,Mesa,2012,0
52872187,UPX1748,8EX482OX57Y844304,West,Manhattan,2016,1
22167624,DJH9365,9OS299PQ97Y324157,Arizona,Salisbury,1997,0
23134281,CKF3855,1GZ401DA25P595468,Louisiana,Frederick,2004,0
65301717,QVJ5181,5OH895DX19L432330,New,Aberdeen,1994,0
24347216,BEI7497,4BR174LZ43G483436,Utah,North,2001,0
45143831,DIA9897,7NC328MA38K956186,New,Lufkin,2006,0
50978667,LMX7766,3VT005FX98P371229,Iowa,Bozeman,2000,1
17272527,AQM0111,2ZC585HG54D492976,Minnesota,Tok,2006,0
71599218,ZPR5525,6TH388AG74W487179,Louisiana,Chino,2008,1
83063442,IFP5697,6IX633FG54B890944,Florida,Anaconda,2016,1
53855331,KPS0088,4GK203CR70S639163,Utah,Gatlinburg,2004,0
19972282,CBS1855,0AI815OW39R567781,California,Gallup,1994,1
23817840,GQQ2281,6BR861XR16W945513,Nebraska,Valdez,2012,0
86227583,IVB5614,5HW422WK00B480113,Florida,Florence,2001,0
26591407,GZO9364,8WC709ED72E845694,Alaska,Taunton,1998,1
68075314,TOC8241,1CV846PE74J574104,Idaho,Saginaw,1993,1
60995879,CFV1381,9YL003MO52K190522,New,Beaumont,2009,1
65997089,DKW9955,7GP699KC72V208598,West,Ada,2012,0
61562508,LSG4073,2DC179XF28N702341,Pennsylvania,Pasco,1993,0
75279703,JEM0835,2DG747PH55X574266,North,Newark,1997,0
66107551,BNV5869,4KF780OL65K918998,Ohio,Gilbert,1996,1
49982477,ASS3804,1JK309KI94O815440,Hawaii,North,2018,0
47427071,KLN0399,1MF442UU87P198342,Virginia,Lima,1998,1
76445778,VEC7682,2GM194FX17A645525,District,Bowie,2004,1
21579514,PMJ6690,6RV238AT41B453073,Nebraska,Sandy,2013,1
33682071,SYZ5433,0IU744HH98C170731,Maryland,Whittier,1993,1
58384694,QVJ8562,7KQ792ZE84A880587,New,Lancaster,1998,0
35864933,SXM1180,5HY174WN31G877307,Alabama,Berkeley,2015,0
63667806,VTR6742,9BG121DQ45B497346,North,Portsmouth,2013,0
22920542,YDX5714,0RN591LZ94U878575,North,Bartlesville,2011,1
55783172,DIB6674,6SV929NC25F375299,Georgia,Farrell,2017,1
80069871,KDJ6810,3IM717HO05U282557,California,Bentonville,2000,0
58293442,IPQ9233,5BF099EO80K326066,Wisconsin,Montebello,1994,1
58413671,TOB5339,2QO198FH06W916374,Illinois,Moultrie,1996,1
85162986,WBW7798,1FD963KB96V144318,Ohio,Saukville,1999,1
86036622,ERB7491,9NU278GF86J379055,Maine,Agoura,2007,1
73029456,JFK1981,5UR875NA39M222930,Wisconsin,Hopkinsville,2007,1
78112097,YXS0021,4OA729UN09I389155,New,Bowling,2011,1
24368319,TFJ4060,4AF733GC60D288680,Michigan,Bessemer,1992,0
17030288,TPU0847,3TV551UM73H349436,Tennessee,Goose,1992,0
32809937,GCP5621,7LC735LP19J613524,Louisiana,Salem,2009,1
83933424,TDU0015,3YY074RM41S428442,New,Cruz,2000,0
43557833,YNS7325,3ZS198NF97U391479,Minnesota,Monrovia,2012,0
65432545,FSC5911,1MH656VF73C963475,Michigan,Geneva,2002,0
59375700,XBL3623,7LH793LS11G698204,New,San,2012,1
37400600,DOS5350,7LM697MZ17U217685,Rhode,Jonesboro,2015,0
83058650,GNP9112,3VT203MO30I814721,Massachusetts,Hornell,2014,1
53856174,ZWP3575,8XX793YK10Z792317,South,Plantation,1991,0
73140429,WAB3467,2EY099II98W857816,Montana,Poughkeepsie,1997,0
58303192,WRO3143,4WJ554FE71K902504,Washington,Minot,2010,0
55067626,WEI5688,4VR100YG77I131937,New,Rome,1990,1
28823777,VJW8945,7AR815WT47K142528,New,Rancho,2017,0
51158699,SMN2251,1WY388KO10F664175,Montana,La,2002,0
66285146,NKK7455,3JG424UU23W461256,Pennsylvania,Wheaton,2010,1
81556210,TAZ0730,8II217ED46P106346,New,Latrobe,1992,0
23746210,ESY7580,6PC530CL77Z278161,Rhode,Whittier,2014,1
71338290,HUS2786,3OK386CS80Z854117,Oregon,Phenix,2007,0
67315445,EWZ7364,3VF452SU70Y158198,District,Hawaiian,2013,1
80478119,PGU3609,9QM436QF48L333512,Vermont,Saint,1996,0
74386612,PBM6983,3UA077KU00C542898,Oklahoma,Baltimore,2009,1
45404394,DDN2761,1PI344LL24Q108102,Oregon,Indianapolis,1998,1
15700911,JVW7264,1RS514VP82F282307,Colorado,Saint,2009,1
26065039,OZX1659,5MJ945BV47K807782,Idaho,Moraga,2014,1
26749771,NMN8592,2TJ651QI55K804789,West,New,1997,1
69280161,EJT9421,0JQ344OS52P921549,Iowa,Duarte,1998,0
47505751,LUU7657,9LD158QM80M636972,Wyoming,Santa,1993,0
85202276,CPM0982,7XU076EF02N784337,New,Bossier,2002,1
62237046,SGZ1134,3CV670ZZ24W261393,Michigan,College,2004,1
75588173,PRM3845,3EJ587YL61W316910,New,Thibodaux,2001,0
41257013,YZF6824,4CV006AL04N170719,Illinois,New,2010,0
14900022,JRA7112,6ND524NQ72M884361,Nebraska,Temple,1998,0
56802804,LAX1360,7WS513YJ36H925939,Maryland,Sanford,2015,1
65698791,VRI6698,2XS069SJ70R739307,Wisconsin,Johnson,2003,1
81948380,ORM1253,9HT123SP85Q414237,District,Santa,2013,1
85824524,XBI6097,4IZ374CG78J368992,Virginia,Allentown,1990,0
48025271,SZB2275,2ZH465JV05D483123,Wyoming,Bozeman,2004,0
53888090,ZQJ7898,7HX305JM69X569462,South,Parma,1991,0
45566464,PKF8607,6DM308AH07F301387,Virginia,Fulton,2004,1
19390420,EYQ4832,1PD251OJ46S181557,Mississippi,Fontana,2002,1
59345035,PSZ0358,6QS320KO44B417506,Virginia,Turlock,1995,0
76979825,YEY1389,3HW101SR84O630818,North,Cody,2009,1
39044793,HLG7056,9BK801PA96Y953512,Illinois,Beaumont,2013,0
78779309,UUF3022,7DP543PF39I789447,Oregon,Columbia,2000,0
62230061,MQX9951,9FA599NQ61D485359,Tennessee,Schaumburg,2010,0
22426982,OES8347,1IJ883VN74M795134,Massachusetts,Sierra,1996,1
81179172,IVK6123,3DC275TQ31T285441,Louisiana,Jefferson,1995,0
77114195,SST8414,9NA577WM62Z952281,Alaska,Morrison,1999,0
65973865,ZJD4088,7NT724CT43G046364,Minnesota,Tallahassee,1991,0
45738930,WCB4375,8GP428VG26Y984318,South,Williamsburg,2012,0
85373738,POJ0405,2IQ015GD89F232359,North,Miami,1990,1
14559742,VRX5961,8ID163AF12N151053,South,Hickory,1998,1
43519813,URX1687,7YI659LS02M066188,Oregon,City,1998,0
44229843,XWL5893,0HT100FU18T601295,Washington,Escondido,1997,1
39235084,SQJ9666,4FW191VI24Q981828,Iowa,Bloomington,2000,0
35577880,MMD9180,2HK003QJ89K014874,Connecticut,Del,2010,0
42862678,VSI4319,7QS065ZJ47Q008496,Texas,New,1998,0
20726282,XHH3820,6MD187GR54Q644629,Wisconsin,Brunswick,2013,1
76168110,MIW8628,0ZE049ZD61X932865,Oklahoma,Port.,2016,0
74400064,HRI2370,1PO292BZ79I174330,South,Salinas,1994,0
58526504,VUP3119,9EP924QB21O723114,Massachusetts,Santa,2001,0
33224041,LYM2825,2UN873OM34V010149,Maine,Chino,2001,0
69957401,BRC3704,6EZ741EJ47F099668,Florida,Atlantic,2003,1
54691856,FKL5815,2JT174VM78D496668,New,Sedalia,1995,1
23771693,SHE8050,4HD100XU60P254624,District,Saginaw,2009,1
20893702,QRF6295,7QT865RG87G072380,New,Rialto,2018,0
18794552,BUB5541,3WT937DW62A405979,Delaware,Tampa,1993,0
82530703,TMK4656,9EV300YP55W629804,Kansas,West,1997,0
59130635,ZSZ8094,0FK408WW97Y810780,Indiana,Michigan,1993,0
61921900,AIU6657,0BU154VD83G039440,Alaska,Arlington,1997,1
25764992,MZD0900,6BO868RK07X568824,Arkansas,Brockton,1991,0
55842747,KPV0978,1JK049YI72F513063,Florida,Hidden,2000,1
49021359,ZDJ6090,8DX680HZ82U093724,Iowa,Moscow,2015,0
42059330,BEY6459,5TO616SC08J794668,Idaho,Farmer,2016,0
77129897,GQV5477,7EM600LO50M334494,Tennessee,Phoenix,2011,1
40204670,YAR9859,0DZ168FA26I922992,Missouri,Areceibo,2012,0
18414722,SGD6332,7FN863LM79H007851,South,Laramie,1992,0
64984918,QUQ6175,6DE510HM63S799811,Oregon,Frankfort,2000,0
38810188,IWT5486,1OV404BH99Z792703,Mississippi,Thibodaux,2014,1
52138179,UQX6812,5WQ067VX09L222819,Alaska,Chino,1997,1
30836091,NLK4689,7MI311KH97J751426,Nevada,Long,2009,1
71937619,LBY3023,7UR965IZ69O617073,Colorado,Ogden,2008,0
71181465,BFX1824,6OT511EZ94T850437,Pennsylvania,Syracuse,2003,1
47511172,CIH5090,7DX111DQ70J971905,New,Covington,2011,0
45432352,YCG8313,7FU511CB27Z481511,Missouri,Wichita,2018,0
80192517,OXX1943,8XQ769QH13Z949725,Maine,Midland,1997,0
75249167,QXS0345,5MQ806HZ40G955282,Ohio,East,2000,1
47432741,BVV1661,6ZT696YP77L429129,Vermont,Newport,2018,1
70455498,CYU1093,3KH362NY46I461553,South,Fort,2015,0
16077917,BLV6509,2YE581RA93C479134,North,Burlingame,2009,0
85691627,HJY3623,9OI493EB53Q244478,Arkansas,Bangor,2016,0
36700260,IUG3233,8DZ478PV59Y127141,Louisiana,Hayward,2013,0
42275081,VFX4175,8UG455RZ67Q842687,Vermont,Lañada,2005,1
14863836,UFZ5792,0BM823DN43T043495,District,Vacaville,2008,1
29950990,HDK1104,8BM407SX45A593940,Wyoming,Butte,2015,1
34869533,ZME7292,9JG977YG84X086732,Texas,Lynn,2007,1
36370604,SUC1935,6OS859MW00D290838,Maryland,Agawam,2011,0
23560969,IQE6979,0WI082LJ05B988149,Kansas,Rolling,1991,1
74950525,LCE8489,5SX411MN15Y132344,Pennsylvania,Duquesne,2000,0
47130284,EQP6656,3GN713SM76D738530,Oklahoma,Covington,2008,0
15496004,MDS5134,8RP172XI53I175802,Oklahoma,Saipan,2011,0
62887230,EJV8450,5DF632FG22X697969,Colorado,Mesquite,2008,0
30290880,FDT2400,7VU336OZ35K539143,Arizona,Santa,1993,0
18349313,GGD8280,6FK191DD09R541073,Texas,Burlingame,2018,0
50549762,KQB6330,1DZ390BZ38L442886,Illinois,Baltimore,1994,1
72043347,JDJ4898,9ZU936PU93T096405,Nevada,Kalamazoo,2009,1
63559508,XVR3875,3GN559VZ67T275586,West,Chicago,2006,1
59451841,VSK6012,4WW432DY84W195367,Michigan,Concord,1992,1
37011301,KEM1995,3ZI283IB19O073840,Arizona,Baton,2003,0
59800069,ZQF7600,5FV153RO95J914535,Oregon,Montpelier,2014,0
66399526,YSK2623,4NM655CK74B518931,Virginia,Saginaw,1991,0
23021219,WQG9573,1UW648HQ70H284845,North,West,2016,1
82167843,PGA2380,4KO356LQ77V594584,Colorado,Anaconda,1993,0
20908460,TNA7448,9LK206CK72G861754,Florida,Fullerton,2001,0
57335926,BFZ9545,7CS403IG32Z765682,Kentucky,West,2004,1
64262146,IFM7960,0QM905RQ49M347242,Kansas,Portland,2004,0
48336936,GFO4040,9OD173DT62M563378,Iowa,Cumberland,2011,0
48556133,EVQ9902,6CO731HN67C977505,South,Ephraim,2019,0
87410652,KVG6797,4YZ404PI40Y489528,New,Merced,1999,0
15724617,UBG5813,3UM125HS59H739695,Illinois,Moore,1990,0
26119894,WYS5971,1PK454MF16E028229,Texas,Lawrenceville,2008,0
24745167,CTO4989,3GH365DZ72B827591,Massachusetts,North,1997,1
70225701,NTE2459,4HF844RJ72W705778,Oregon,Watertown,2008,1
35081111,IGX7421,7XQ532PZ86B187151,Oregon,Everett,2009,1
23092646,QGO4246,9BN227OH02J246047,Iowa,Torrance,2014,0
23675182,ENE9479,0FU917HW76Q506721,Vermont,Virginia,2001,1
52359954,ZNV8739,5BQ075LE17B224134,Louisiana,Hermosa,1990,1
62713220,DFF5133,3QA882RC24K401240,North,La,2003,0
43251426,TWA4811,7AS978AW26Z481198,Vermont,Fullerton,2014,1
74340356,FFO6728,5GS432ZA24G859690,Colorado,Butte,2009,1
43521925,RJR0296,6MA145HG69C833797,Arizona,Corry,1993,1
33909219,MPY0070,5KW686IX21D105164,Texas,Pittsburgh,2010,1
15770975,OAB9150,4TF241II05R033299,Maine,Valdosta,2016,1
86368375,DJL6915,8XN137LJ18O390948,Alabama,Keene,2014,1
24700718,JGU4887,3RW803GO10Q404821,Florida,San,2009,0
12359810,OKR4413,5ML785UQ71X358671,Oregon,Pittsfield,2008,1
53846565,IXK2043,9EK226UO10C218244,New,Moline,2017,1
37845012,MHL1036,5RL889LV18M810754,Mississippi,Sioux,2007,1
28573281,MBJ6566,1TE026BN73N987474,Pennsylvania,Kearns,1997,0
68414101,HWK2795,0LU448UI25W770296,Alaska,Bakersfield,2009,1
49425498,XEL5646,7SI624OR80D864404,Delaware,Lynn,1990,0
47486545,NPE2141,0KB578VL28Y596938,Pennsylvania,Vernon,2000,0
25983830,BOT7371,7KY154FL93E391735,North,Suffolk,2005,1
87222677,MGV9675,2CR885WD08Q752185,Nevada,Narragansett,1990,1
58357395,ZUY4485,6NU215ZY58W926462,New,Pasadena,2000,1
29201936,ZXG0265,8EQ407KD23A211411,Arkansas,Laguna,2000,0
20816201,NJX4694,1TZ322AQ34G837838,Maryland,Long,2001,0
62278358,THN3399,7EA200BV37D285231,Wisconsin,Cape,2014,0
69586933,HQA8914,0FH000HW71K507267,Illinois,Chicago,2005,1
24464602,QMX5199,8CE574OK35W021001,Maryland,Santa,2005,0
31682744,UQN2120,8CS141CO07U211319,Florida,Methuen,1996,0
50487463,UPQ8259,3WU146AE81B403205,New,Cody,2018,0
70105422,PVM6790,2MD677NM30M211003,Pennsylvania,Santa,2004,0
69124056,DEY8086,2QJ915ZO32J936904,California,Michigan,2007,0
78530527,ZRU6979,8EJ720HZ02B527314,Kansas,Birmingham,2015,0
80668478,NUW4418,4TK011FC24O730355,Georgia,Dallas,2008,0
80513154,NQR7326,7LX038MU53I727364,Virginia,Palos,1997,0
17174529,KYT1205,0GC646QY56E600201,Indiana,Kingston,2004,0
16064833,XPK5540,7EQ132OA88L203175,Maryland,Fond,2013,1
69946412,EZR2331,7NN855DU24I850141,New,Brownsville,1991,1
73530751,ESY4142,1UC030RU90R734698,Nevada,Norwich,2017,0
30715777,WTC0604,4MA002EN46U513184,Rhode,Boston,1990,1
21822119,LBQ9775,1TR531XQ47Q300643,Connecticut,Gloucester,1994,1
15892317,KYV8700,4HU901LN44R740757,California,Arcadia,1993,0
16553334,TKZ8350,4SM326JJ67R892567,Kansas,Indianapolis,1992,1
56472196,MCX4402,9EF516AM25L069911,Tennessee,Trenton,1991,0
15727700,VPQ6722,2EQ668WC31G661842,Texas,Tok,1993,0
29372132,KAO9495,7IE008JS18P449425,Pennsylvania,Bowie,2001,0
87003778,XFI1613,1PY233CR34Y991419,Colorado,Homer,2013,0
76631079,WEP5186,0ON094LJ10Q400241,Connecticut,Scottsbluff,2015,0
52424296,FBO7269,1TL993EY54E920062,Maryland,Appleton,2013,1
72834749,XRG2508,5VC929LZ72P774641,Iowa,New,2012,1
46380810,PYG4814,9PG690PO22J959703,Mississippi,Spartanburg,2011,1
57217025,PFL2775,3WJ117IN06F284886,Florida,Atlantic,2016,0
59676608,OUL0009,1CR407OQ22R400617,Minnesota,Muskegon,1995,0
23463919,RCJ3224,4FM066WI08L675562,Oklahoma,Ansonia,2008,1
60576081,IBA1923,6DE054NF97O803815,New,Batavia,2011,0
81597695,HDQ6620,5AL241XO13V181493,Maryland,Birmingham,2018,1
16255439,VUW7360,4QF949VF18D393119,Montana,North,2007,0
74957202,PEI8066,4LI244IM19Y892363,Maine,Myrtle,2007,1
37788137,BEG0337,8RC851FM39O720506,Nebraska,Olean,2012,0
70263653,IQD7153,0LQ370VV13D660801,Arizona,Ithaca,1998,0
73938539,KEG9388,0FX159EA54Y725357,Alabama,Salem,2018,1
12837513,HJM4938,9EL829JR93T049587,Louisiana,Salt,2016,0
52397552,EGO8525,9SN305YJ09P702874,Arizona,La,2002,1
83358977,PJA4100,6NW791JK67F241520,Oregon,Marquette,2015,1
48310563,RXC3542,3LL406SZ88F339571,Mississippi,Martinsburg,2000,1
66184193,UQG5856,1TB170SV92M171815,Tennessee,Kemmerer,2016,1
13598849,JIN4107,5AN185IX74R915956,Mississippi,North,1994,1
25468149,QXY3874,1BV294KS25P033027,Maryland,Pittsburgh,2007,0
85749408,QFU0198,7OG073OW49L081547,North,Kansas,2014,1
75178320,ZFJ0592,2YY568BE97S648880,Hawaii,City,2001,0
22649155,FQW0923,3PD176ZH75X489791,Missouri,Kemmerer,2005,1
14805223,NPO7506,4UM262WK85S491306,Georgia,Somersworth,1992,1
86344862,BKP7048,0HI940FK23A369395,South,Clarksburg,2009,1
37691649,IGN1757,4DZ564HR61D190204,Pennsylvania,The,2004,0
19494092,XHK5288,4MO540SZ47J707433,Montana,Dothan,2008,0
14418504,UDR6233,5KI726HT70Z552538,Nebraska,New,1998,0
24610685,LYE5463,7TO230IF09P395165,North,Rancho,2007,1
78956263,YQE9035,3ZX009WV36O498455,Wisconsin,Fayetteville,1995,0
31540356,MNZ5873,4HV047PB62E774773,New,Coatesville,2009,0
81216915,PDH9925,8DM049AX64E250650,Delaware,Galveston,2006,1
34717510,AEA6551,7VL718MS64O159239,Maine,Clarksville,2011,1
13109064,TOD4700,7WO648EN26Z084257,Utah,Marshall,2010,0
19038240,QKP7446,4LL744YB65T039303,North,Glendora,1991,1
19648042,JNH0581,2PE047MF07E144718,Rhode,Commerce,2017,1
70041362,MJZ6840,4JC327KF58T202503,Texas,Bradbury,2005,1
48651019,QGJ4477,2UZ273XA97P557439,Minnesota,Johnstown,2007,0
68496668,IKU8410,9PT198FA85F099728,Alabama,Grafton,2003,1
85828286,MIK1912,9YJ738VY42H071921,South,Tyler,1991,1
68238883,XBW6127,9DH868LV57R885120,Maine,Paducah,2014,0
41289051,RWT6233,2DO377YS18H863517,Delaware,Hopkinsville,2002,0
36536737,CTG8149,2TV907UL85I660296,West,Guánica,2000,0
12886070,IJK5428,3RF144EQ08K208247,Tennessee,Tustin,1993,0
85400760,SIC1445,3WU207CD04Q167867,New,Anderson,1993,0
48429342,DKC3015,8WF305JK48S024010,Maine,Plattsburgh,2007,0
60893952,IQQ0132,9XE084PD82C102629,Oregon,Maywood,2006,1
24174098,VRG9998,4ZY007HW60F354172,Texas,Sturgis,1997,1
22144572,MQF1407,7DF229GW93C254387,Washington,Bossier,2002,0
39353957,ROH2365,4VI803VS82N805330,Connecticut,Saipan,2005,1
39376225,GNA1036,7XQ035YJ31L084395,District,Jersey,2015,1
19502751,UAZ2606,0GE670CH15H334143,Michigan,Moline,1997,1
70595653,GMH2945,0ZT048CS92O273042,California,Gardner,2017,1
36132704,LOC1178,4LB867VJ61C491491,Hawaii,College,2006,1
69205597,UDO6856,5HN260TR35A924455,Mississippi,West,1996,1
38585756,DTL1135,8QY071CF10M249038,Delaware,Starkville,2008,1
18091659,QBV0291,3MN759EA23Z605914,Massachusetts,Laramie,2010,1
29773901,PJA5525,6WN686RU08H463525,Rhode,Port,2013,0
15928489,PRF8865,2FL320XH77U522446,Kansas,Mequon,2001,1
82071756,ZMK8644,1LZ876OU63T254983,Connecticut,Berkeley,1994,1
82406733,VKV1175,1NK084HH31J076135,Nevada,Slidell,2002,0
16331278,KGW0590,7UO067TJ05I134281,Missouri,Methuen,2009,0
14796822,CGK8571,2ST845QX73O150199,Arkansas,DuBois,2015,1
18817972,BMA2327,8CU584QG20P672536,North,Olympia,2003,1
40371365,RGY1442,4FD627XK04L398619,Nebraska,Bend,1994,1
83877078,BYN5635,0XO255JZ34W243503,Arizona,Newport,2008,0
82432484,OFJ4426,6WQ102XC89Y001868,Pennsylvania,Rock,2001,0
59899177,LVB1578,4JR289IA99Y219271,Delaware,Denver,1999,0
70413810,PBC1777,9YF827WU09J225955,Kentucky,Guánica,2014,1
29466622,XIW3682,5PJ192HU90E336238,Minnesota,Laguna,1999,0
26913760,RYX2042,9UZ646KP08L519245,Virginia,Santa,2008,0
18236500,QXZ7372,1IN614ET93V133068,Texas,Beaumont,2014,0
30779805,SCY4582,0HG127DM58R811608,Texas,Calabasas,1992,0
80023584,DOE2723,9LN738HJ85Z233608,Texas,Janesville,1991,1
40517438,NET5801,7FX170TM36K456458,Wyoming,West,2011,1
83343235,BYP6671,1EK885EB00C738017,Georgia,Rensselaer,2007,1
84430800,PAN2167,4RX953KL64C468774,Louisiana,Carbondale,2001,1
14298174,UVG5535,5SM666UQ46A157894,Oregon,Corinth,1994,0
35130473,GAS3272,3UB343DY57H359798,Colorado,Tupelo,2004,0
74975602,GMH3295,0UV182LH42B557230,Maine,Bridgeport,1991,1
85927329,VUA7946,1CW907UV39F976365,Maryland,Beckley,1995,0
81648856,CZJ5795,1GW691SS61L182804,Colorado,Salem,2006,1
74808790,FJH7968,7QN498LV71A442784,Oregon,Shamokin,1994,0
71734981,KUU6567,3ZG324KV98A947011,Ohio,Rancho,2000,1
56974521,KRA8552,3GY130VL53H465777,Arizona,Saukville,1995,0
20098789,FVA4693,0GW147OK47X887515,Oklahoma,Wichita,2011,0
19262243,XDO6023,5FV502AP33F306753,Virginia,Sandpoint,1999,0
65037821,VAI7152,0YS820VV97P232590,Ohio,Gainesville,2010,1
60757838,PVF3445,9XI157WF00H598890,Washington,Gettysburg,2015,1
39220114,DRM5172,9IF310TM38P285809,Nebraska,Marlborough,1999,1
22228930,PMB0934,2JN586PT70P354265,Utah,Vallejo,2017,0
36044628,OFP8199,4AD724XI87P061636,California,Grand,1990,0
56735830,IMD0384,2EP434DY71I491964,Wisconsin,Naperville,1993,0
68923985,KZH6490,4PW448OE66Y503377,Wisconsin,Calumet,2017,1
14849917,XPV5916,5SP872BC64E046534,New,Carrollton,2017,1
66126882,XCP3683,9KU471FN91N687606,Iowa,Daly,1993,0
60852721,FVI2520,1NN490ND53C084682,Arizona,Gaithersburg,2014,1
15290326,QQY4578,9DG502EH06Z572936,Kentucky,Enid,2006,0
28491812,VZY9363,3KR590WO33W470605,Oklahoma,Clovis,2013,0
82949318,QML4087,0IC169KN29D081920,Illinois,Glendale,2007,0
57773885,KDC1953,8UZ677ER02A705081,Mississippi,Eureka,2008,1
36829120,YDM5856,4TS179XE96Q229167,Wyoming,San,2004,0
69187498,RQT9191,7CM371BR94T826238,Kansas,Jefferson,2007,1
67391930,OCR1914,4BH996PQ31B075840,Oklahoma,North,1999,1
87606350,QVA4550,9WF100BD82N950917,Rhode,Placentia,2003,1
57091023,REG8837,1YN588MU67U373458,Michigan,Overland,2010,0
33372788,VMW8066,0YO930FD20Q940779,Kansas,Richland,1999,1
75736603,KSZ2280,6FY007TE05E838378,Colorado,Terre,1990,0
62595952,RVW1777,4AC819MZ32X158332,North,Nome,1995,0
35166549,ASH6790,3AQ075CA24P473469,Colorado,Fremont,1999,1
14166412,JQN7261,0HN577BQ89G270890,Iowa,Ketchikan,1991,0
20258831,JZH1861,4YS078FC80A952884,Wisconsin,Crown,1995,1
44748453,WTK0100,8RT373TL51I827046,New,Escondido,2002,1
51831054,QGK3146,2SC413DD23L253350,Kentucky,Kennewick,2018,1
34388078,TUJ9378,1EX253MM29O327198,Iowa,Middlebury,2016,1
81778850,LLD0634,2XD261FZ90Q175518,West,New,2005,0
54691963,DCD6295,8KT141QW59E520696,New,Gloversville,1993,1
26295801,AQJ4071,0XF046PQ08C770221,North,Rockford,1992,1
46027770,SHU6601,4GW442GJ48Z966831,California,Christiansted,2015,1
15642227,PWV9698,7VS654DF75P093384,Iowa,Glens,2015,0
19817188,XZU5253,5WD122GI34C462261,Illinois,Worcester,2012,0
86927363,VQW3923,7TC231RZ13J750953,Florida,Holyoke,2004,0
23124490,RHY9111,7JB896DP76I005317,California,Claremore,2013,0
81463677,NXW8922,7KP176SB40B705721,South,Nanticoke,2018,1
36872370,FGX0412,4FE312ZS00M495588,California,Alpharetta,1999,0
15828615,JWQ8601,5BU909KZ43T863676,Georgia,Bentonville,2018,0
73673170,YUJ3486,0UN605IL76Z330332,Maine,Reno,2000,1
63264692,QPI1824,2QX173HL96Z637262,Tennessee,Memphis,1992,1
51321029,IXY8462,8UD964PC55C252728,Utah,Poughkeepsie,2015,0
18836351,DHL7214,4AI326VP32K728362,California,Valparaiso,1993,0
61440547,ESY4528,7DM873SQ81V708456,Washington,Ontario,2003,1
26986702,RVK8924,3VK530BX95C711400,Oregon,West,2008,1
21542354,CYR0064,9TV393DH09M326618,Idaho,Richmond,2005,1
43891534,LDP6411,8SJ615UQ69O968759,Arizona,McAlester,2011,1
81383997,MVX2908,8OS558OS47F068372,Virginia,Titusville,1994,1
20387793,ZNV0420,1RZ540WO02Q874750,Maine,College,2007,1
76357963,LBH5246,8YD490CC80B607242,Michigan,Lower,2009,0
17911519,YEL4418,7GH800YW48P494007,North,Alamogordo,2006,0
71717944,ZCA1254,1SJ946PB23K581737,Rhode,Beacon,2012,1
13099603,ZIA1361,7WA139PV80P506729,Florida,Bell,2011,0
79523111,IZY6024,5DE488LH82R597337,Utah,Jeannette,2015,1
21472365,DGZ0548,4EN097ZV56V705942,New,Wausau,2012,1
39766541,VMH3395,6IL671HI14C074811,Texas,New,2011,0
13046538,TAB5816,1GF111VV94X950713,Alaska,Nenana,1990,1
18380797,RBI4379,3VK363ND00F348886,Kansas,Cortland,2015,0
62634647,GLU9049,2MP696TS74X320568,North,Murray,2016,1
40560941,ZLZ8238,4PC020JE63A663002,District,Cambridge,2007,1
45512658,BJJ1030,3JX711JE53E792690,Wisconsin,Farrell,2001,0
34799801,OOD7272,1SR805EQ75X757645,New,Anaconda,2010,0
27977466,BNB9045,4DV981ED35Y503159,California,Moraga,2009,1
22899736,PHR7746,7AB455QZ56J048419,South,Fort,1993,1
61002871,TKK7641,1UK041MB10G048742,Michigan,Joplin,1994,1
57449651,OSM1496,9NF763KQ61P338836,New,Quincy,2011,1
58958447,HNH2933,2TI833VU38G673153,Connecticut,Ontario,1991,1
13674151,AFD8644,3SP432ER55N354618,Nebraska,Binghamton,2011,0
62717456,DLC5715,6WY568PZ04B239546,Pennsylvania,Kahului,2015,1
42983587,DEJ8126,7IA438KJ27H991805,Missouri,Chickasha,2011,0
71119088,XWF0973,3LU430SN85U060845,Michigan,Allentown,2000,0
59610117,GNF7041,0PM565QY36P890325,Georgia,Akron,2009,0
